County,DwellingTypeDescr,AgeBand,CO2_decile,N
Sligo,House,I,"(7.83e+03,9.82e+03]",2
Dublin,House,G,"(3.65e+03,4.22e+03]",2
Kildare,House,I,"(9.82e+03,3.55e+04]",2
Tipperary,House,J,"(3.1e+03,3.65e+03]",2
Roscommon,House,I,"(5.57e+03,6.56e+03]",2
Mayo,House,F,"(3.65e+03,4.22e+03]",2
Donegal,House,G,"(9.82e+03,3.55e+04]",2
Longford,House,H,"(7.83e+03,9.82e+03]",2
Cork,House,H,"(6.56e+03,7.83e+03]",2
Cork,House,H,"(5.57e+03,6.56e+03]",2
Cavan,House,I,"(9.82e+03,3.55e+04]",2
Clare,House,H,"(9.82e+03,3.55e+04]",2
Dublin,House,I,"(3.65e+03,4.22e+03]",2
Kildare,House,G,"(6.56e+03,7.83e+03]",2
Tipperary,House,J,"(6.56e+03,7.83e+03]",2
Tipperary,House,G,"(4.78e+03,5.57e+03]",2
Cork,House,G,"(5.57e+03,6.56e+03]",2
Roscommon,House,J,"(4.78e+03,5.57e+03]",2
Dublin,House,I,"(2.5e+03,3.1e+03]",2
Meath,House,J,"(6.56e+03,7.83e+03]",2
Tipperary,House,H,"(3.65e+03,4.22e+03]",2
Galway,House,G,"(5.57e+03,6.56e+03]",2
Roscommon,House,J,"(9.82e+03,3.55e+04]",2
Monaghan,House,J,"(3.1e+03,3.65e+03]",2
Wexford,House,G,"(6.56e+03,7.83e+03]",2
Mayo,House,H,"(9.82e+03,3.55e+04]",2
Donegal,House,H,"(4.78e+03,5.57e+03]",2
Mayo,House,F,"(9.82e+03,3.55e+04]",2
Tipperary,House,H,"(7.83e+03,9.82e+03]",2
Meath,House,F,"(9.82e+03,3.55e+04]",2
Mayo,House,I,"(4.22e+03,4.78e+03]",2
Westmeath,House,H,"(4.78e+03,5.57e+03]",2
Meath,House,G,"(9.82e+03,3.55e+04]",2
Galway,House,J,"(9.82e+03,3.55e+04]",2
Cork,House,K,"(5.57e+03,6.56e+03]",2
Longford,House,I,"(6.56e+03,7.83e+03]",2
Clare,House,G,"(4.78e+03,5.57e+03]",2
Roscommon,House,J,"(6.56e+03,7.83e+03]",2
Laois,House,I,"(2.5e+03,3.1e+03]",2
Westmeath,House,I,"(4.78e+03,5.57e+03]",2
Limerick,House,I,"(6.56e+03,7.83e+03]",2
Carlow,House,I,"(9.82e+03,3.55e+04]",2
Wexford,House,H,"(6.56e+03,7.83e+03]",2
Waterford,House,G,"(6.56e+03,7.83e+03]",2
Cavan,House,G,"(7.83e+03,9.82e+03]",2
Cavan,House,J,"(5.57e+03,6.56e+03]",2
Meath,House,F,"(7.83e+03,9.82e+03]",2
Carlow,House,I,"(7.83e+03,9.82e+03]",2
Roscommon,House,J,"(4.22e+03,4.78e+03]",2
Kerry,House,J,"(4.22e+03,4.78e+03]",2
Meath,House,I,"(6.56e+03,7.83e+03]",2
Wicklow,Semi-detached house,G,"(5.57e+03,6.56e+03]",2
Carlow,Semi-detached house,G,"(4.22e+03,4.78e+03]",2
Wexford,Semi-detached house,F,"(7.83e+03,9.82e+03]",2
Kilkenny,Detached house,I,"(4.78e+03,5.57e+03]",2
Westmeath,Detached house,J,"(6.56e+03,7.83e+03]",2
Cork,Maisonette,J,"(4.22e+03,4.78e+03]",2
Wicklow,Semi-detached house,F,"(6.56e+03,7.83e+03]",2
Galway,Detached house,K,"[324,2.5e+03]",2
Galway,Detached house,K,"(4.22e+03,4.78e+03]",2
Westmeath,Detached house,J,"(3.1e+03,3.65e+03]",2
Mayo,Detached house,K,"[324,2.5e+03]",2
Wexford,Mid-terrace house,K,"[324,2.5e+03]",2
Kerry,Mid-terrace house,K,"[324,2.5e+03]",2
Dublin,Semi-detached house,H,"(6.56e+03,7.83e+03]",2
Longford,Semi-detached house,H,"[324,2.5e+03]",2
Waterford,Semi-detached house,J,"(7.83e+03,9.82e+03]",2
Waterford,Semi-detached house,H,"[324,2.5e+03]",2
Sligo,Semi-detached house,J,"[324,2.5e+03]",2
Donegal,Semi-detached house,H,"[324,2.5e+03]",2
Kilkenny,Semi-detached house,I,"[324,2.5e+03]",2
Mayo,Semi-detached house,F,"(9.82e+03,3.55e+04]",2
Laois,Semi-detached house,H,"[324,2.5e+03]",2
Tipperary,Semi-detached house,H,"[324,2.5e+03]",2
Sligo,Semi-detached house,H,"(6.56e+03,7.83e+03]",2
Cork,End of terrace house,H,"(7.83e+03,9.82e+03]",2
Laois,End of terrace house,I,"[324,2.5e+03]",2
Wexford,End of terrace house,H,"(5.57e+03,6.56e+03]",2
Wexford,Detached house,J,"(3.1e+03,3.65e+03]",2
Donegal,Detached house,K,"(3.65e+03,4.22e+03]",2
Cork,Detached house,H,"[324,2.5e+03]",2
Tipperary,Detached house,K,"(2.5e+03,3.1e+03]",2
Kildare,Detached house,K,"(5.57e+03,6.56e+03]",2
Meath,Detached house,K,"(4.22e+03,4.78e+03]",2
Galway,Detached house,K,"(3.1e+03,3.65e+03]",2
Tipperary,Detached house,J,"(3.1e+03,3.65e+03]",2
Galway,Detached house,J,"(2.5e+03,3.1e+03]",2
Cavan,Detached house,K,"(3.1e+03,3.65e+03]",2
Dublin,Detached house,K,"(5.57e+03,6.56e+03]",2
Westmeath,Detached house,K,"(4.78e+03,5.57e+03]",2
Galway,Detached house,H,"(3.1e+03,3.65e+03]",2
Kerry,Mid-terrace house,J,"(4.78e+03,5.57e+03]",2
Clare,Mid-terrace house,I,"(4.78e+03,5.57e+03]",2
Monaghan,Maisonette,J,"(3.1e+03,3.65e+03]",2
Cork,Maisonette,I,"(2.5e+03,3.1e+03]",2
Waterford,Maisonette,I,"(3.1e+03,3.65e+03]",2
Kerry,Maisonette,I,"(3.65e+03,4.22e+03]",2
Kildare,Maisonette,I,"(3.1e+03,3.65e+03]",2
Kildare,Maisonette,H,"(3.65e+03,4.22e+03]",2
Galway,Ground-floor apartment,J,"(4.78e+03,5.57e+03]",2
Limerick,Maisonette,I,"[324,2.5e+03]",2
Dublin,Maisonette,K,"(4.22e+03,4.78e+03]",2
Cork,Top-floor apartment,E,"(3.1e+03,3.65e+03]",2
Meath,Top-floor apartment,H,"(3.1e+03,3.65e+03]",2
Wicklow,Top-floor apartment,I,"(2.5e+03,3.1e+03]",2
Meath,Top-floor apartment,I,"(3.1e+03,3.65e+03]",2
Meath,Maisonette,J,"[324,2.5e+03]",2
Donegal,Top-floor apartment,J,"(3.65e+03,4.22e+03]",2
Dublin,Top-floor apartment,G,"(3.1e+03,3.65e+03]",2
Cork,Top-floor apartment,H,"(5.57e+03,6.56e+03]",2
Kildare,Semi-detached house,E,"(7.83e+03,9.82e+03]",2
Cork,End of terrace house,B,"(5.57e+03,6.56e+03]",2
Waterford,Detached house,A,"(7.83e+03,9.82e+03]",2
Wicklow,Mid-terrace house,E,"(4.22e+03,4.78e+03]",2
Monaghan,Mid-terrace house,A,"(4.22e+03,4.78e+03]",2
Dublin,Mid-terrace house,A,"(3.1e+03,3.65e+03]",2
Cork,Mid-terrace house,A,"(5.57e+03,6.56e+03]",2
Waterford,Mid-terrace house,B,"(7.83e+03,9.82e+03]",2
Louth,Mid-terrace house,D,"(5.57e+03,6.56e+03]",2
Waterford,Mid-terrace house,B,"(4.78e+03,5.57e+03]",2
Clare,Mid-terrace house,E,"(5.57e+03,6.56e+03]",2
Dublin,Maisonette,K,"(2.5e+03,3.1e+03]",2
Dublin,Mid-terrace house,I,"(5.57e+03,6.56e+03]",2
Dublin,Mid-terrace house,F,"(6.56e+03,7.83e+03]",2
Louth,House,I,"(9.82e+03,3.55e+04]",2
Galway,End of terrace house,K,"[324,2.5e+03]",2
Kerry,End of terrace house,K,"[324,2.5e+03]",2
Westmeath,Top-floor apartment,H,"(4.78e+03,5.57e+03]",2
Donegal,Top-floor apartment,H,"(5.57e+03,6.56e+03]",2
Cork,Semi-detached house,E,"(9.82e+03,3.55e+04]",1
Louth,House,C,"(9.82e+03,3.55e+04]",1
Kilkenny,House,E,"(5.57e+03,6.56e+03]",1
Roscommon,House,I,"(4.78e+03,5.57e+03]",1
Kildare,House,F,"(6.56e+03,7.83e+03]",1
Carlow,House,J,"(5.57e+03,6.56e+03]",1
Roscommon,Semi-detached house,B,"(9.82e+03,3.55e+04]",1
Wicklow,Semi-detached house,D,"(6.56e+03,7.83e+03]",1
Galway,Semi-detached house,C,"(9.82e+03,3.55e+04]",1
Wicklow,Semi-detached house,D,"(2.5e+03,3.1e+03]",1
Louth,Semi-detached house,E,"(6.56e+03,7.83e+03]",1
Mayo,Semi-detached house,D,"(9.82e+03,3.55e+04]",1
Kilkenny,Semi-detached house,E,"(4.78e+03,5.57e+03]",1
Monaghan,Semi-detached house,D,"(7.83e+03,9.82e+03]",1
Dublin,Semi-detached house,A,"(6.56e+03,7.83e+03]",1
Offaly,Semi-detached house,E,"(6.56e+03,7.83e+03]",1
Limerick,Semi-detached house,E,"(4.22e+03,4.78e+03]",1
Limerick,Semi-detached house,B,"(4.78e+03,5.57e+03]",1
Wexford,Semi-detached house,D,"(5.57e+03,6.56e+03]",1
Westmeath,Semi-detached house,C,"(7.83e+03,9.82e+03]",1
Louth,Semi-detached house,D,"(4.22e+03,4.78e+03]",1
Mayo,Semi-detached house,E,"(4.78e+03,5.57e+03]",1
Louth,Semi-detached house,B,"(9.82e+03,3.55e+04]",1
Carlow,Semi-detached house,E,"(9.82e+03,3.55e+04]",1
Mayo,Semi-detached house,E,"(7.83e+03,9.82e+03]",1
Offaly,Semi-detached house,D,"(9.82e+03,3.55e+04]",1
Louth,Semi-detached house,C,"(9.82e+03,3.55e+04]",1
Cavan,Semi-detached house,D,"(5.57e+03,6.56e+03]",1
Kildare,Semi-detached house,C,"(5.57e+03,6.56e+03]",1
Tipperary,Semi-detached house,B,"(4.78e+03,5.57e+03]",1
Meath,Semi-detached house,B,"(6.56e+03,7.83e+03]",1
Wicklow,Semi-detached house,D,"(5.57e+03,6.56e+03]",1
Cavan,Semi-detached house,E,"(4.22e+03,4.78e+03]",1
Kilkenny,Semi-detached house,D,"(6.56e+03,7.83e+03]",1
Sligo,Semi-detached house,E,"(9.82e+03,3.55e+04]",1
Wicklow,Semi-detached house,E,"(6.56e+03,7.83e+03]",1
Laois,Semi-detached house,E,"(5.57e+03,6.56e+03]",1
Longford,Semi-detached house,D,"(6.56e+03,7.83e+03]",1
Wicklow,Semi-detached house,A,"(9.82e+03,3.55e+04]",1
Wicklow,Semi-detached house,D,"(3.65e+03,4.22e+03]",1
Mayo,Semi-detached house,C,"(4.78e+03,5.57e+03]",1
Limerick,Semi-detached house,C,"(9.82e+03,3.55e+04]",1
Mayo,Semi-detached house,B,"(5.57e+03,6.56e+03]",1
Mayo,Semi-detached house,D,"(5.57e+03,6.56e+03]",1
Westmeath,Semi-detached house,C,"(9.82e+03,3.55e+04]",1
Louth,Semi-detached house,B,"(7.83e+03,9.82e+03]",1
Kildare,Semi-detached house,E,"(4.22e+03,4.78e+03]",1
Kerry,Semi-detached house,E,"(3.65e+03,4.22e+03]",1
Kildare,Semi-detached house,C,"(3.1e+03,3.65e+03]",1
Louth,Semi-detached house,C,"(7.83e+03,9.82e+03]",1
Galway,Semi-detached house,A,"(6.56e+03,7.83e+03]",1
Meath,Semi-detached house,C,"(7.83e+03,9.82e+03]",1
Sligo,Semi-detached house,D,"(7.83e+03,9.82e+03]",1
Kilkenny,Semi-detached house,D,"(5.57e+03,6.56e+03]",1
Clare,Semi-detached house,D,"(5.57e+03,6.56e+03]",1
Wicklow,Semi-detached house,E,"(4.22e+03,4.78e+03]",1
Wicklow,Semi-detached house,C,"(4.22e+03,4.78e+03]",1
Sligo,Semi-detached house,D,"(5.57e+03,6.56e+03]",1
Monaghan,Semi-detached house,E,"(3.1e+03,3.65e+03]",1
Roscommon,Semi-detached house,D,"(4.78e+03,5.57e+03]",1
Wexford,Semi-detached house,C,"(4.78e+03,5.57e+03]",1
Kilkenny,Semi-detached house,C,"(9.82e+03,3.55e+04]",1
Waterford,Semi-detached house,D,"(3.1e+03,3.65e+03]",1
Clare,Semi-detached house,B,"(7.83e+03,9.82e+03]",1
Donegal,Semi-detached house,E,"(4.22e+03,4.78e+03]",1
Clare,Semi-detached house,B,"(5.57e+03,6.56e+03]",1
Waterford,Semi-detached house,E,"(5.57e+03,6.56e+03]",1
Westmeath,Semi-detached house,D,"(5.57e+03,6.56e+03]",1
Sligo,Semi-detached house,E,"(4.22e+03,4.78e+03]",1
Tipperary,Semi-detached house,E,"(5.57e+03,6.56e+03]",1
Kilkenny,Semi-detached house,D,"(3.65e+03,4.22e+03]",1
Kerry,Semi-detached house,C,"(5.57e+03,6.56e+03]",1
Clare,Semi-detached house,C,"(9.82e+03,3.55e+04]",1
Cavan,Semi-detached house,D,"(7.83e+03,9.82e+03]",1
Limerick,Semi-detached house,D,"(3.1e+03,3.65e+03]",1
Kilkenny,Semi-detached house,D,"(7.83e+03,9.82e+03]",1
Cavan,Semi-detached house,D,"(6.56e+03,7.83e+03]",1
Offaly,Semi-detached house,A,"(9.82e+03,3.55e+04]",1
Limerick,Semi-detached house,B,"(9.82e+03,3.55e+04]",1
Waterford,Semi-detached house,E,"(3.1e+03,3.65e+03]",1
Cavan,Semi-detached house,E,"(7.83e+03,9.82e+03]",1
Donegal,Semi-detached house,A,"(9.82e+03,3.55e+04]",1
Westmeath,Semi-detached house,C,"(5.57e+03,6.56e+03]",1
Mayo,Semi-detached house,D,"(3.65e+03,4.22e+03]",1
Westmeath,Semi-detached house,B,"(4.78e+03,5.57e+03]",1
Laois,Semi-detached house,C,"(6.56e+03,7.83e+03]",1
Cork,Semi-detached house,C,"(9.82e+03,3.55e+04]",1
Louth,Semi-detached house,C,"(5.57e+03,6.56e+03]",1
Dublin,Semi-detached house,A,"(3.65e+03,4.22e+03]",1
Kildare,Semi-detached house,C,"(4.22e+03,4.78e+03]",1
Donegal,Semi-detached house,B,"(9.82e+03,3.55e+04]",1
Kildare,Semi-detached house,C,"(2.5e+03,3.1e+03]",1
Louth,Semi-detached house,D,"(6.56e+03,7.83e+03]",1
Cavan,Semi-detached house,C,"(5.57e+03,6.56e+03]",1
Wexford,Semi-detached house,C,"(5.57e+03,6.56e+03]",1
Carlow,Semi-detached house,A,"(6.56e+03,7.83e+03]",1
Waterford,Semi-detached house,A,"(5.57e+03,6.56e+03]",1
Wexford,Semi-detached house,D,"(7.83e+03,9.82e+03]",1
Kilkenny,Semi-detached house,A,"(4.78e+03,5.57e+03]",1
Wexford,Semi-detached house,E,"(6.56e+03,7.83e+03]",1
Cavan,Semi-detached house,E,"(6.56e+03,7.83e+03]",1
Offaly,Semi-detached house,B,"(4.22e+03,4.78e+03]",1
Tipperary,Semi-detached house,D,"[324,2.5e+03]",1
Laois,Semi-detached house,C,"(5.57e+03,6.56e+03]",1
Longford,Semi-detached house,E,"(7.83e+03,9.82e+03]",1
Louth,Semi-detached house,D,"(4.78e+03,5.57e+03]",1
Cork,Semi-detached house,C,"(6.56e+03,7.83e+03]",1
Clare,Semi-detached house,C,"(4.78e+03,5.57e+03]",1
Dublin,Semi-detached house,B,"(3.65e+03,4.22e+03]",1
Galway,Semi-detached house,B,"(5.57e+03,6.56e+03]",1
Wexford,Semi-detached house,D,"(9.82e+03,3.55e+04]",1
Monaghan,Semi-detached house,E,"(4.22e+03,4.78e+03]",1
Kilkenny,Semi-detached house,C,"(4.78e+03,5.57e+03]",1
Roscommon,Semi-detached house,C,"(7.83e+03,9.82e+03]",1
Donegal,Semi-detached house,C,"(5.57e+03,6.56e+03]",1
Meath,Semi-detached house,E,"(5.57e+03,6.56e+03]",1
Cavan,Semi-detached house,D,"(4.78e+03,5.57e+03]",1
Mayo,Semi-detached house,A,"(9.82e+03,3.55e+04]",1
Meath,Semi-detached house,E,"(4.22e+03,4.78e+03]",1
Sligo,Semi-detached house,C,"(4.22e+03,4.78e+03]",1
Wicklow,Semi-detached house,D,"(9.82e+03,3.55e+04]",1
Donegal,Semi-detached house,D,"(9.82e+03,3.55e+04]",1
Sligo,Semi-detached house,C,"(9.82e+03,3.55e+04]",1
Kilkenny,Semi-detached house,C,"(6.56e+03,7.83e+03]",1
Wexford,Semi-detached house,C,"(9.82e+03,3.55e+04]",1
Waterford,Semi-detached house,D,"(6.56e+03,7.83e+03]",1
Cork,Semi-detached house,E,"(4.22e+03,4.78e+03]",1
Louth,End of terrace house,C,"(5.57e+03,6.56e+03]",1
Dublin,End of terrace house,A,"(4.22e+03,4.78e+03]",1
Galway,End of terrace house,A,"(4.22e+03,4.78e+03]",1
Tipperary,End of terrace house,E,"(6.56e+03,7.83e+03]",1
Dublin,End of terrace house,B,"(3.1e+03,3.65e+03]",1
Louth,End of terrace house,D,"(9.82e+03,3.55e+04]",1
Waterford,End of terrace house,C,"(7.83e+03,9.82e+03]",1
Meath,End of terrace house,B,"(6.56e+03,7.83e+03]",1
Limerick,End of terrace house,B,"(4.78e+03,5.57e+03]",1
Tipperary,End of terrace house,C,"(3.1e+03,3.65e+03]",1
Galway,End of terrace house,B,"(4.22e+03,4.78e+03]",1
Limerick,End of terrace house,C,"(3.65e+03,4.22e+03]",1
Limerick,End of terrace house,D,"(6.56e+03,7.83e+03]",1
Louth,End of terrace house,D,"(5.57e+03,6.56e+03]",1
Kilkenny,End of terrace house,B,"(3.1e+03,3.65e+03]",1
Galway,End of terrace house,E,"(9.82e+03,3.55e+04]",1
Donegal,End of terrace house,B,"(9.82e+03,3.55e+04]",1
Cork,End of terrace house,C,"(3.65e+03,4.22e+03]",1
Galway,End of terrace house,B,"(4.78e+03,5.57e+03]",1
Kerry,End of terrace house,C,"(7.83e+03,9.82e+03]",1
Sligo,End of terrace house,B,"(5.57e+03,6.56e+03]",1
Waterford,End of terrace house,C,"(6.56e+03,7.83e+03]",1
Cork,End of terrace house,C,"(5.57e+03,6.56e+03]",1
Waterford,End of terrace house,C,"(4.78e+03,5.57e+03]",1
Donegal,End of terrace house,D,"(9.82e+03,3.55e+04]",1
Kilkenny,End of terrace house,E,"(4.78e+03,5.57e+03]",1
Louth,End of terrace house,C,"(4.78e+03,5.57e+03]",1
Limerick,End of terrace house,E,"(5.57e+03,6.56e+03]",1
Wexford,End of terrace house,A,"(3.1e+03,3.65e+03]",1
Louth,End of terrace house,A,"(7.83e+03,9.82e+03]",1
Tipperary,End of terrace house,D,"(3.1e+03,3.65e+03]",1
Kilkenny,End of terrace house,D,"(6.56e+03,7.83e+03]",1
Clare,End of terrace house,B,"(9.82e+03,3.55e+04]",1
Louth,End of terrace house,C,"(7.83e+03,9.82e+03]",1
Waterford,End of terrace house,C,"(3.65e+03,4.22e+03]",1
Roscommon,Detached house,E,"(4.22e+03,4.78e+03]",1
Wicklow,Detached house,E,"(4.78e+03,5.57e+03]",1
Carlow,Detached house,C,"(6.56e+03,7.83e+03]",1
Westmeath,Detached house,A,"(9.82e+03,3.55e+04]",1
Clare,Detached house,B,"(4.22e+03,4.78e+03]",1
Clare,Detached house,A,"(5.57e+03,6.56e+03]",1
Sligo,Detached house,B,"(6.56e+03,7.83e+03]",1
Monaghan,Detached house,C,"(6.56e+03,7.83e+03]",1
Westmeath,Detached house,D,"[324,2.5e+03]",1
Louth,Detached house,B,"(6.56e+03,7.83e+03]",1
Sligo,Detached house,C,"(4.22e+03,4.78e+03]",1
Kildare,Detached house,A,"(5.57e+03,6.56e+03]",1
Monaghan,Detached house,E,"(4.78e+03,5.57e+03]",1
Limerick,Detached house,D,"(3.65e+03,4.22e+03]",1
Laois,Detached house,A,"(7.83e+03,9.82e+03]",1
Tipperary,Detached house,B,"(3.65e+03,4.22e+03]",1
Monaghan,Detached house,D,"(4.22e+03,4.78e+03]",1
Offaly,Detached house,B,"(5.57e+03,6.56e+03]",1
Dublin,Detached house,E,"(3.65e+03,4.22e+03]",1
Kilkenny,Detached house,E,"(3.65e+03,4.22e+03]",1
Leitrim,Detached house,C,"(9.82e+03,3.55e+04]",1
Donegal,Detached house,D,"(4.22e+03,4.78e+03]",1
Wicklow,Detached house,C,"(5.57e+03,6.56e+03]",1
Wicklow,Detached house,C,"(6.56e+03,7.83e+03]",1
Carlow,Detached house,C,"(5.57e+03,6.56e+03]",1
Roscommon,Detached house,C,"(4.22e+03,4.78e+03]",1
Limerick,Detached house,C,"(4.78e+03,5.57e+03]",1
Kerry,Detached house,B,"(5.57e+03,6.56e+03]",1
Longford,Detached house,E,"(5.57e+03,6.56e+03]",1
Galway,Detached house,A,"(6.56e+03,7.83e+03]",1
Donegal,Detached house,B,"(5.57e+03,6.56e+03]",1
Laois,Detached house,B,"(6.56e+03,7.83e+03]",1
Meath,Detached house,A,"(4.22e+03,4.78e+03]",1
Cork,Detached house,D,"(3.65e+03,4.22e+03]",1
Cavan,Detached house,B,"(4.78e+03,5.57e+03]",1
Monaghan,Detached house,C,"(5.57e+03,6.56e+03]",1
Donegal,Detached house,E,"(4.78e+03,5.57e+03]",1
Sligo,Detached house,E,"(4.78e+03,5.57e+03]",1
Kerry,Detached house,B,"(9.82e+03,3.55e+04]",1
Carlow,Detached house,A,"(5.57e+03,6.56e+03]",1
Cavan,Detached house,E,"(4.22e+03,4.78e+03]",1
Dublin,Detached house,E,"(3.1e+03,3.65e+03]",1
Longford,Detached house,E,"(4.78e+03,5.57e+03]",1
Clare,Detached house,B,"(5.57e+03,6.56e+03]",1
Leitrim,Detached house,D,"(3.65e+03,4.22e+03]",1
Kilkenny,Detached house,B,"(5.57e+03,6.56e+03]",1
Tipperary,Detached house,E,"(3.1e+03,3.65e+03]",1
Limerick,Detached house,B,"(4.22e+03,4.78e+03]",1
Waterford,Detached house,D,"(4.22e+03,4.78e+03]",1
Cork,Detached house,C,"(3.1e+03,3.65e+03]",1
Donegal,Detached house,C,"(9.82e+03,3.55e+04]",1
Clare,Detached house,B,"[324,2.5e+03]",1
Westmeath,Detached house,D,"(4.78e+03,5.57e+03]",1
Louth,Detached house,C,"(5.57e+03,6.56e+03]",1
Waterford,Detached house,C,"(9.82e+03,3.55e+04]",1
Meath,Detached house,B,"(6.56e+03,7.83e+03]",1
Kerry,Detached house,B,"(4.22e+03,4.78e+03]",1
Cavan,Detached house,B,"(6.56e+03,7.83e+03]",1
Longford,Detached house,B,"(2.5e+03,3.1e+03]",1
Meath,Detached house,C,"(4.22e+03,4.78e+03]",1
Meath,Detached house,B,"(5.57e+03,6.56e+03]",1
Wicklow,Detached house,B,"(3.65e+03,4.22e+03]",1
Wexford,Detached house,E,"(4.22e+03,4.78e+03]",1
Kildare,Detached house,C,"(4.78e+03,5.57e+03]",1
Donegal,Detached house,D,"(3.1e+03,3.65e+03]",1
Offaly,Detached house,E,"(5.57e+03,6.56e+03]",1
Cavan,Detached house,A,"(7.83e+03,9.82e+03]",1
Westmeath,Detached house,B,"(5.57e+03,6.56e+03]",1
Longford,Detached house,A,"(6.56e+03,7.83e+03]",1
Donegal,Detached house,C,"(7.83e+03,9.82e+03]",1
Cork,Detached house,B,"(5.57e+03,6.56e+03]",1
Tipperary,Detached house,E,"(4.78e+03,5.57e+03]",1
Louth,Detached house,C,"(4.78e+03,5.57e+03]",1
Carlow,Detached house,A,"(7.83e+03,9.82e+03]",1
Carlow,Detached house,C,"(3.65e+03,4.22e+03]",1
Leitrim,Detached house,B,"(5.57e+03,6.56e+03]",1
Westmeath,Detached house,B,"(4.78e+03,5.57e+03]",1
Kildare,Detached house,E,"(3.1e+03,3.65e+03]",1
Donegal,Detached house,E,"(3.65e+03,4.22e+03]",1
Meath,Detached house,B,"(3.65e+03,4.22e+03]",1
Louth,Detached house,E,"(4.78e+03,5.57e+03]",1
Meath,Detached house,A,"(4.78e+03,5.57e+03]",1
Kerry,Detached house,B,"(6.56e+03,7.83e+03]",1
Kildare,Detached house,C,"(6.56e+03,7.83e+03]",1
Wexford,Detached house,E,"(4.78e+03,5.57e+03]",1
Laois,Detached house,D,"(5.57e+03,6.56e+03]",1
Meath,Detached house,E,"[324,2.5e+03]",1
Kildare,Detached house,B,"(4.78e+03,5.57e+03]",1
Waterford,Detached house,A,"(4.78e+03,5.57e+03]",1
Donegal,Detached house,A,"(5.57e+03,6.56e+03]",1
Meath,Detached house,C,"(3.65e+03,4.22e+03]",1
Leitrim,Detached house,E,"(4.78e+03,5.57e+03]",1
Kildare,Detached house,D,"[324,2.5e+03]",1
Monaghan,Detached house,C,"(3.65e+03,4.22e+03]",1
Wicklow,Detached house,D,"(6.56e+03,7.83e+03]",1
Wicklow,Detached house,B,"(5.57e+03,6.56e+03]",1
Donegal,Detached house,C,"(6.56e+03,7.83e+03]",1
Kilkenny,Detached house,D,"(9.82e+03,3.55e+04]",1
Laois,Detached house,D,"(7.83e+03,9.82e+03]",1
Tipperary,Detached house,D,"(3.65e+03,4.22e+03]",1
Meath,Detached house,C,"[324,2.5e+03]",1
Clare,Detached house,A,"(7.83e+03,9.82e+03]",1
Offaly,Detached house,B,"(2.5e+03,3.1e+03]",1
Kerry,Detached house,D,"(4.22e+03,4.78e+03]",1
Offaly,Detached house,E,"(4.78e+03,5.57e+03]",1
Kerry,Detached house,A,"(5.57e+03,6.56e+03]",1
Wicklow,Detached house,B,"(6.56e+03,7.83e+03]",1
Wexford,Detached house,B,"(7.83e+03,9.82e+03]",1
Longford,Detached house,C,"(7.83e+03,9.82e+03]",1
Carlow,Detached house,B,"(9.82e+03,3.55e+04]",1
Sligo,Detached house,B,"(7.83e+03,9.82e+03]",1
Westmeath,Detached house,D,"(3.1e+03,3.65e+03]",1
Dublin,Detached house,B,"(4.78e+03,5.57e+03]",1
Kilkenny,Detached house,A,"(4.78e+03,5.57e+03]",1
Leitrim,Detached house,C,"(5.57e+03,6.56e+03]",1
Leitrim,Detached house,B,"(4.22e+03,4.78e+03]",1
Limerick,Detached house,D,"(4.22e+03,4.78e+03]",1
Cork,Detached house,C,"(2.5e+03,3.1e+03]",1
Waterford,Detached house,D,"(3.65e+03,4.22e+03]",1
Sligo,Detached house,C,"(6.56e+03,7.83e+03]",1
Mayo,Detached house,A,"(6.56e+03,7.83e+03]",1
Cork,Detached house,B,"(2.5e+03,3.1e+03]",1
Sligo,Detached house,E,"(7.83e+03,9.82e+03]",1
Kerry,Detached house,C,"(7.83e+03,9.82e+03]",1
Leitrim,Detached house,C,"(6.56e+03,7.83e+03]",1
Wexford,Detached house,C,"(4.78e+03,5.57e+03]",1
Carlow,Detached house,B,"(7.83e+03,9.82e+03]",1
Offaly,Detached house,B,"(6.56e+03,7.83e+03]",1
Clare,Detached house,D,"(4.78e+03,5.57e+03]",1
Louth,Detached house,A,"(9.82e+03,3.55e+04]",1
Donegal,Detached house,E,"(4.22e+03,4.78e+03]",1
Clare,Detached house,C,"(3.65e+03,4.22e+03]",1
Tipperary,Detached house,C,"(4.22e+03,4.78e+03]",1
Tipperary,Detached house,D,"(2.5e+03,3.1e+03]",1
Longford,Detached house,C,"(3.65e+03,4.22e+03]",1
Roscommon,Detached house,B,"(6.56e+03,7.83e+03]",1
Louth,Detached house,C,"(6.56e+03,7.83e+03]",1
Cavan,Detached house,B,"(9.82e+03,3.55e+04]",1
Roscommon,Detached house,B,"(3.1e+03,3.65e+03]",1
Roscommon,Detached house,D,"(3.65e+03,4.22e+03]",1
Donegal,Detached house,B,"(4.22e+03,4.78e+03]",1
Kilkenny,Detached house,C,"(5.57e+03,6.56e+03]",1
Sligo,Detached house,C,"(3.65e+03,4.22e+03]",1
Laois,Detached house,E,"(4.78e+03,5.57e+03]",1
Wicklow,Detached house,B,"(7.83e+03,9.82e+03]",1
Meath,Detached house,D,"(3.1e+03,3.65e+03]",1
Cavan,Detached house,C,"(7.83e+03,9.82e+03]",1
Wexford,Detached house,A,"(7.83e+03,9.82e+03]",1
Monaghan,Detached house,C,"(9.82e+03,3.55e+04]",1
